242,641,2011,33,משרד החקלאות,24,מינהל המחקר החקלאי,01,הנהלה ומינהל,העברה לפנים למצעד מועצות אזוריות,50
242,642,2011,20,משרד החינוך,26,חינוך יסודי,05,הוראת המקצועות תוכניות,העברה לפנים ולחקלאות,-700
242,642,2011,20,משרד החינוך,27,חינוך על יסודי,06,חינוך טכנולוגי ומדעי,העברה לפנים ולחקלאות,-50
242,643,2011,18,רשויות מקומיות,01,העברות לרשויות מקומיות,01,מענקים שוטפים לרשויות,פניית אוקטובר,22198
242,643,2011,18,רשויות מקומיות,01,העברות לרשויות מקומיות,15,תוכנית הבראה,פניית אוקטובר,-598
271,149,2011,43,המרכז למיפוי ישראל,01,תחום פעולה כללי,01,שכר,"תקני כ""א בני מיעוטים",0
282,571,2011,70,שיכון,72,מימון תוכנית המשכית,26,מימון התחייבויות עד שנת 2006,העברה לתרבות,-13850
282,572,2011,13,הוצאות שונות,01,הוצאות שונות,05,הוצאות שונות,העברה לתרבות,-7000
282,573,2011,04,משרד ראש הממשלה,01,תחום פעולה כללי,17,העצמת תשתיות מורשת לאומית,העברה למשרד התרבות,-1300
282,573,2011,04,משרד ראש הממשלה,02,ראשות הממשלה,70,הרשות לפיתוח כלכלי של המגזר הערבי,העברה למשרד התרבות,-400
282,573,2011,04,משרד ראש הממשלה,21,המשרד לפיתוח הנגב והגליל,03,קידום הנגב והגליל,העברה למשרד התרבות,-3900
282,574,2011,23,משרד הרווחה,06,אגף השיקום,22,טיפול קהילתי וביתי,העברה בין גגות,-250
282,575,2011,19,משרד המדע והטכנולוגיה ומשרד התרבות והספורט,01,מינהל ושירותים כלליים,01,שירותים מרכזיים,תרבות וספורט,1000
282,575,2011,19,משרד המדע והטכנולוגיה ומשרד התרבות והספורט,07,רזרבה,01,רזרבה,תרבות וספורט,-426
282,575,2011,19,משרד המדע והטכנולוגיה ומשרד התרבות והספורט,31,תרבות,03,"מינהל תרבות אומנות ומחקר, יוצרים ואומנים",תרבות וספורט,18226
282,575,2011,19,משרד המדע והטכנולוגיה ומשרד התרבות והספורט,37,מינהל הספורט,03,הרשות לנהיגה ספורטיבית,תרבות וספורט,2000
282,575,2011,19,משרד המדע והטכנולוגיה ומשרד התרבות והספורט,37,מינהל הספורט,04,פעולות ותמיכות בספורט,תרבות וספורט,5900
286,130,2011,13,הוצאות שונות,01,הוצאות שונות,05,הוצאות שונות,לפנים - 3 מלשח,-3000
286,131,2011,18,רשויות מקומיות,01,העברות לרשויות מקומיות,01,מענקים שוטפים לרשויות,מענק בירה 3 מלשח מדתות,3000
298,189,2011,83,הוצאות פיתוח אחרות,06,השקעות בחברות,03,גופים במשבר - מימון,סיב אופטי - מנהל אזרחי,-1000
298,190,2011,17,תאום הפעולות בשטחים,31,המנהל האזרחי באזור,09,פיתוח האזור,סיב אופטי,1000
315,200,2011,04,משרד ראש הממשלה,01,תחום פעולה כללי,19,אמרכלות,שינויים פנימיים בתקציב משרד ראש הממשלה,16
315,200,2011,04,משרד ראש הממשלה,01,תחום פעולה כללי,73,מרכז הסברה,שינויים פנימיים בתקציב משרד ראש הממשלה,-995
315,200,2011,04,משרד ראש הממשלה,02,ראשות הממשלה,12,מזכירות הממשלה,שינויים פנימיים בתקציב משרד ראש הממשלה,75
315,200,2011,04,משרד ראש הממשלה,02,ראשות הממשלה,19,אמרכלות ראשות הממשלה,שינויים פנימיים בתקציב משרד ראש הממשלה,1000
315,200,2011,04,משרד ראש הממשלה,02,ראשות הממשלה,21,הרשות לקידום מעמד האשה,שינויים פנימיים בתקציב משרד ראש הממשלה,-60
315,200,2011,04,משרד ראש הממשלה,02,ראשות הממשלה,53,תמיכות בארגוני הנצחה,שינויים פנימיים בתקציב משרד ראש הממשלה,100
315,200,2011,04,משרד ראש הממשלה,02,ראשות הממשלה,77,משרד ההסברה והתפוצות,שינויים פנימיים בתקציב משרד ראש הממשלה,-1045
315,200,2011,04,משרד ראש הממשלה,02,ראשות הממשלה,82,המשרד לעניינים אסטרטגיים,שינויים פנימיים בתקציב משרד ראש הממשלה,1100
315,200,2011,04,משרד ראש הממשלה,04,רזרבה לסעיף ראש הממשלה,01,רזרבה למשרד ראש הממשלה,שינויים פנימיים בתקציב משרד ראש הממשלה,-1316
315,200,2011,04,משרד ראש הממשלה,08,שירותי דת,01,מועצות דתיות,שינויים פנימיים בתקציב משרד ראש הממשלה,1000
315,200,2011,04,משרד ראש הממשלה,09,רבנות ראשית,01,שכר,שינויים פנימיים בתקציב משרד ראש הממשלה,125
315,200,2011,04,משרד ראש הממשלה,23,המשרד לשיתוף פעולה אזורי,02,שרותים מרכזיים,שינויים פנימיים בתקציב משרד ראש הממשלה,0
316,178,2011,13,הוצאות שונות,01,הוצאות שונות,25,מימון הסכמים קודמים,"לחט""ל - 29 מלשח",-29000
316,179,2011,04,משרד ראש הממשלה,21,המשרד לפיתוח הנגב והגליל,03,קידום הנגב והגליל,כפרי סטודנטים,-4000
316,180,2011,33,משרד החקלאות,28,חטיבה להתיישבות,03,מרחב הצפון,העברות חטיבה להתיישבות,4167
316,180,2011,33,משרד החקלאות,28,חטיבה להתיישבות,05,מרחב מרכז,העברות חטיבה להתיישבות,14666
316,180,2011,33,משרד החקלאות,28,חטיבה להתיישבות,16,מרחב מרכז - הר חברון,העברות חטיבה להתיישבות,2000
316,180,2011,33,משרד החקלאות,28,חטיבה להתיישבות,17,מרחב דרום - אזור נגב,העברות חטיבה להתיישבות,4167
316,180,2011,33,משרד החקלאות,28,חטיבה להתיישבות,18,מטה ופעולות מרכזיות,העברות חטיבה להתיישבות,8000
333,204,2011,83,הוצאות פיתוח אחרות,04,השקעות שונות,01,השקעות שונות,לאנרגיה - 53 מלשח,-3201
333,204,2011,83,הוצאות פיתוח אחרות,05,"מרכב""ה וממשל זמין",02,פעולות מיוחדות,לאנרגיה - 53 מלשח,-44000
333,204,2011,83,הוצאות פיתוח אחרות,07,מימון תוכניות הבראה גופים במשבר,01,מימון תוכניות הבראה גופים במשבר,לאנרגיה - 53 מלשח,-53660
333,205,2011,34,משרד התשתיות הלאומיות,01,תחום פעולה כללי,01,שירותים מרכזיים,סיכום תקציבי-משרד התשתיות,1810
333,205,2011,34,משרד התשתיות הלאומיות,01,תחום פעולה כללי,02,אמרכלות ופעולות,סיכום תקציבי-משרד התשתיות,8540
333,205,2011,34,משרד התשתיות הלאומיות,04,מחשוב המשרד,01,מחשוב ומערכות מידע,סיכום תקציבי-משרד התשתיות,1043
333,205,2011,34,משרד התשתיות הלאומיות,06,מינהל המחקר למדעי האדמה והים,03,שירותים מרכזיים,סיכום תקציבי-משרד התשתיות,558
333,205,2011,34,משרד התשתיות הלאומיות,06,מינהל המחקר למדעי האדמה והים,04,אמרכלות,סיכום תקציבי-משרד התשתיות,2695
333,205,2011,34,משרד התשתיות הלאומיות,06,מינהל המחקר למדעי האדמה והים,05,ועדת היגוי לבורות ים המלח,סיכום תקציבי-משרד התשתיות,-3253
333,205,2011,34,משרד התשתיות הלאומיות,11,מחקר ופיתוח באנרגיה,01,פיתוח אנרגיות חלופיות,סיכום תקציבי-משרד התשתיות,23981
333,205,2011,34,משרד התשתיות הלאומיות,12,יעול השימוש באנרגיה,03,יעילות השימוש באנרגיה,סיכום תקציבי-משרד התשתיות,48000
333,205,2011,34,משרד התשתיות הלאומיות,13,פעולות מידע,01,יצירת מידע והפצתו,סיכום תקציבי-משרד התשתיות,13933
333,205,2011,34,משרד התשתיות הלאומיות,14,פעולות פיקוח במשק הדלק,02,פיקוח במשק הדלק,סיכום תקציבי-משרד התשתיות,1202
333,205,2011,34,משרד התשתיות הלאומיות,17,מחקר ופיתוח תשתית,01,מענקים למוסדות מחקר,סיכום תקציבי-משרד התשתיות,552
333,205,2011,34,משרד התשתיות הלאומיות,17,מחקר ופיתוח תשתית,03,תשתית מידע לחפושי נפט,סיכום תקציבי-משרד התשתיות,1800
357,136,2011,15,משרד הבטחון,01,בטחון,02,תקציב הביטחון,השתתפות משרד הביטחון בסעיף 68,-2022
357,137,2011,15,משרד הבטחון,01,בטחון,02,תקציב הביטחון,העברה לרשות האוכלוסין,-2022
357,138,2011,52,פיתוח המשרד לביטחון- פנים,01,תקציב פיתוח - משטרה,06,פרוייקטים במחשוב,תקצוב מערכת רעות,-2022
357,139,2011,68,"רשות האוכלוסין, ההגירה ומעברי הגבול",01,אגף אכיפה,10,פעילות אכיפה,מערכת רעות ותקציב ביומטרי,0
357,139,2011,68,"רשות האוכלוסין, ההגירה ומעברי הגבול",03,אגף תשלומים והיתרים,20,מדור התשלומים,מערכת רעות ותקציב ביומטרי,500
357,139,2011,68,"רשות האוכלוסין, ההגירה ומעברי הגבול",04,מטה ותחום האוכלוסין,01,מטה,מערכת רעות ותקציב ביומטרי,-3194
357,139,2011,68,"רשות האוכלוסין, ההגירה ומעברי הגבול",04,מטה ותחום האוכלוסין,02,מחשוב,מערכת רעות ותקציב ביומטרי,200
357,139,2011,68,"רשות האוכלוסין, ההגירה ומעברי הגבול",04,מטה ותחום האוכלוסין,04,לשכות מנהל אוכלוסין,מערכת רעות ותקציב ביומטרי,-1413
357,139,2011,68,"רשות האוכלוסין, ההגירה ומעברי הגבול",05,פרוייקטים מרכזיים,01,תעודות זהות ודרכונים,מערכת רעות ותקציב ביומטרי,0
357,139,2011,68,"רשות האוכלוסין, ההגירה ומעברי הגבול",07,הרשות למאגר ביומטרי,01,מטה רשות למאגר ביומטרי,מערכת רעות ותקציב ביומטרי,-400
357,139,2011,68,"רשות האוכלוסין, ההגירה ומעברי הגבול",08,ביקורת הגבולות,01,מטה יעודי,מערכת רעות ותקציב ביומטרי,10373
385,181,2011,20,משרד החינוך,21,יחידות מטה,02,פעולות לשכת הדובר,פנייה 1,1630
385,181,2011,20,משרד החינוך,21,יחידות מטה,03,פעולות החשב,פנייה 1,4000
385,181,2011,20,משרד החינוך,21,יחידות מטה,04,פרסי ישראל,פנייה 1,1500
385,181,2011,20,משרד החינוך,21,יחידות מטה,05,מיכון,פנייה 1,18201
385,181,2011,20,משרד החינוך,21,יחידות מטה,06,ארגוני הורים,פנייה 1,20
385,181,2011,20,משרד החינוך,21,יחידות מטה,07,מחקרים וסטטיסטיקה,פנייה 1,2711
385,181,2011,20,משרד החינוך,21,יחידות מטה,08,קשרי חוץ,פנייה 1,13928
385,181,2011,20,משרד החינוך,21,יחידות מטה,09,התאמת מערכת החינוך למאה ה-21,פנייה 1,-17121
385,181,2011,20,משרד החינוך,21,יחידות מטה,11,אגף החינוך הדתי,פנייה 1,33811
385,181,2011,20,משרד החינוך,21,יחידות מטה,12,פעולות ויוזמות במערכת החינוך,פנייה 1,4886
385,181,2011,20,משרד החינוך,21,יחידות מטה,13,רזרבה לפעולות שונות,פנייה 1,-22666
385,181,2011,20,משרד החינוך,21,יחידות מטה,14,הקצבות לחינוך ותרבות,פנייה 1,0
385,181,2011,20,משרד החינוך,21,יחידות מטה,16,"הרשות הארצית למדידה והערכה (ראמ""ה)",פנייה 1,-162
385,181,2011,20,משרד החינוך,21,יחידות מטה,21,רזרבה לשכר,פנייה 1,-127155
385,181,2011,20,משרד החינוך,22,אמרכלות ועובדי משרד,01,עובדי משרד,פנייה 1,-240
385,181,2011,20,משרד החינוך,22,אמרכלות ועובדי משרד,03,השתלמות והדרכה,פנייה 1,3705
385,181,2011,20,משרד החינוך,22,אמרכלות ועובדי משרד,04,אחזקת המשרד,פנייה 1,288
385,181,2011,20,משרד החינוך,22,אמרכלות ועובדי משרד,06,ביטחון ובטיחות במוסדות,פנייה 1,3430
385,181,2011,20,משרד החינוך,23,מינהל מורים,02,פעולות מיוחדות למורים,פנייה 1,-113
385,181,2011,20,משרד החינוך,23,מינהל מורים,03,תמריצים למורים,פנייה 1,-2000
385,181,2011,20,משרד החינוך,23,מינהל מורים,05,מוסדות להכשרת מורים,פנייה 1,68039
385,181,2011,20,משרד החינוך,23,מינהל מורים,06,הלוואות מותנות לתלמידי סמינרים,פנייה 1,-1100
385,181,2011,20,משרד החינוך,23,מינהל מורים,07,מרכזים פדגוגיים,פנייה 1,32
385,181,2011,20,משרד החינוך,23,מינהל מורים,08,השתלמות מורים וגננות,פנייה 1,54701
385,181,2011,20,משרד החינוך,23,מינהל מורים,10,קרנות ומענקי השתלמות,פנייה 1,-16108
385,181,2011,20,משרד החינוך,24,מינהל פדגוגי-כללי,01,תכניות לקידום החינוך למיעוטים,פנייה 1,-576
385,181,2011,20,משרד החינוך,24,מינהל פדגוגי-כללי,02,שירותי חינוך ורווחה,פנייה 1,12178
385,181,2011,20,משרד החינוך,24,מינהל פדגוגי-כללי,04,מענק ירושלים הבירה,פנייה 1,2400
385,181,2011,20,משרד החינוך,24,מינהל פדגוגי-כללי,05,הוראת המקצועות תוכניות,פנייה 1,-3632
385,181,2011,20,משרד החינוך,24,מינהל פדגוגי-כללי,06,פעולות בחינוך הדרוזי,פנייה 1,-188
385,181,2011,20,משרד החינוך,24,מינהל פדגוגי-כללי,08,שירות פסיכולוגי,פנייה 1,-4869
385,181,2011,20,משרד החינוך,24,מינהל פדגוגי-כללי,09,חינוך יהודי בתפוצות,פנייה 1,1752
385,181,2011,20,משרד החינוך,24,מינהל פדגוגי-כללי,11,כח עזר פדגוגי,פנייה 1,3878
385,181,2011,20,משרד החינוך,24,מינהל פדגוגי-כללי,12,"מתנס""ים",פנייה 1,4272
385,181,2011,20,משרד החינוך,24,מינהל פדגוגי-כללי,14,חינוך לא פורמאלי,פנייה 1,33727
385,181,2011,20,משרד החינוך,24,מינהל פדגוגי-כללי,16,חינוך מבוגרים,פנייה 1,791
385,181,2011,20,משרד החינוך,24,מינהל פדגוגי-כללי,17,תוכניות ויוזמות,פנייה 1,-5901
385,181,2011,20,משרד החינוך,24,מינהל פדגוגי-כללי,18,חינוך לדמוקרטיה ויהדות,פנייה 1,-1693
385,181,2011,20,משרד החינוך,24,מינהל פדגוגי-כללי,20,הטמעת הרפורמה במערכת החינוך,פנייה 1,7000
385,181,2011,20,משרד החינוך,25,חינוך קדם יסודי,05,פעילות בחינוך קדם יסודי,פנייה 1,-1153
385,181,2011,20,משרד החינוך,25,חינוך קדם יסודי,11,גני טרום חובה,פנייה 1,35
385,181,2011,20,משרד החינוך,26,חינוך יסודי,02,שירותי חינוך ורווחה,פנייה 1,-3932
385,181,2011,20,משרד החינוך,26,חינוך יסודי,05,הוראת המקצועות תוכניות,פנייה 1,-27587
385,181,2011,20,משרד החינוך,26,חינוך יסודי,09,שירותי עזר במערכת,פנייה 1,-116919
385,181,2011,20,משרד החינוך,26,חינוך יסודי,11,שעות תקן-חינוך יסודי,פנייה 1,-67167
385,181,2011,20,משרד החינוך,26,חינוך יסודי,12,חינוך מיוחד,פנייה 1,-4390
385,181,2011,20,משרד החינוך,26,חינוך יסודי,15,ילדים מחוננים,פנייה 1,-1547
385,181,2011,20,משרד החינוך,26,חינוך יסודי,19,יישום חוק יום לימודים,פנייה 1,2000
385,181,2011,20,משרד החינוך,27,חינוך על יסודי,03,"שעות תקן חט""ב",פנייה 1,22693
385,181,2011,20,משרד החינוך,27,חינוך על יסודי,05,הוראת המקצועות תוכניות,פנייה 1,7279
385,181,2011,20,משרד החינוך,27,חינוך על יסודי,06,חינוך טכנולוגי ומדעי,פנייה 1,17429
385,181,2011,20,משרד החינוך,27,חינוך על יסודי,09,שכר לימוד על יסודי,פנייה 1,-67664
385,181,2011,20,משרד החינוך,27,חינוך על יסודי,11,מלגות ומענקים לתלמידים,פנייה 1,1500
385,181,2011,20,משרד החינוך,27,חינוך על יסודי,12,קידום ועידוד החינוך העל,פנייה 1,3500
385,181,2011,20,משרד החינוך,27,חינוך על יסודי,16,פעולות יוזמות בחינוך,פנייה 1,-7138
385,181,2011,20,משרד החינוך,28,חינוך התישבותי,01,עובדי האגף,פנייה 1,240
385,181,2011,20,משרד החינוך,28,חינוך התישבותי,03,אמרכלות,פנייה 1,50
385,181,2011,20,משרד החינוך,28,חינוך התישבותי,04,אחזקת תלמידים בפנימיות,פנייה 1,6686
385,181,2011,20,משרד החינוך,28,חינוך התישבותי,05,שירותי עזר ביסודי ז'-ט',פנייה 1,8579
385,181,2011,20,משרד החינוך,28,חינוך התישבותי,06,חינוך והוראה-שכר מורים,פנייה 1,1198
385,181,2011,20,משרד החינוך,28,חינוך התישבותי,09,חינוך ימי תמיכה,פנייה 1,100
385,181,2011,20,משרד החינוך,28,חינוך התישבותי,17,הוראת החקלאות ומקצועות,פנייה 1,8280
385,181,2011,20,משרד החינוך,28,חינוך התישבותי,19,שעורי עזר ופעולות טפוח,פנייה 1,14380
385,181,2011,20,משרד החינוך,28,חינוך התישבותי,20,שכר לימוד על יסודי,פנייה 1,11933
385,181,2011,20,משרד החינוך,29,חינוך עצמאי ומוכר,08,חינוך עצמאי,פנייה 1,2690
385,181,2011,20,משרד החינוך,29,חינוך עצמאי ומוכר,09,פעולות החינוך העצמאי,פנייה 1,2248
385,181,2011,20,משרד החינוך,29,חינוך עצמאי ומוכר,10,חינוך מוכר אחר,פנייה 1,6939
385,181,2011,20,משרד החינוך,29,חינוך עצמאי ומוכר,15,מעיין החינוך התורני,פנייה 1,3669
385,181,2011,20,משרד החינוך,30,הסעות הצטיידות ופיתוח,04,ייעוץ ופיקוח על הבניה במערכת החינוך,פנייה 1,-180
385,181,2011,20,משרד החינוך,30,הסעות הצטיידות ופיתוח,07,בתי ספר חקלאיים,פנייה 1,8500
385,181,2011,20,משרד החינוך,30,הסעות הצטיידות ופיתוח,09,פיתוח לטלויזיה הלימודית,פנייה 1,1500
385,181,2011,20,משרד החינוך,30,הסעות הצטיידות ופיתוח,11,"מענקים לפיתוח מבני תרבות ספורט מתנ""סים ונוער",פנייה 1,6000
385,181,2011,20,משרד החינוך,30,הסעות הצטיידות ופיתוח,13,שיפוץ מבני חינוך,פנייה 1,1500
385,181,2011,20,משרד החינוך,30,הסעות הצטיידות ופיתוח,15,"שיפוצים והצטיידות בבי""ס",פנייה 1,47500
385,181,2011,20,משרד החינוך,31,תרבות,20,מוסדות להשכלה,פנייה 1,454
385,181,2011,20,משרד החינוך,31,תרבות,22,תרבות יהודית,פנייה 1,13800
385,181,2011,20,משרד החינוך,32,רשות הספורט,02,"חינוך גופני בבתיה""ס",פנייה 1,1444
385,181,2011,20,משרד החינוך,33,טלויזיה חינוכית,01,כח אדם,פנייה 1,-500
385,181,2011,20,משרד החינוך,33,טלויזיה חינוכית,02,הפקות עצמיות,פנייה 1,15995
385,181,2011,20,משרד החינוך,33,טלויזיה חינוכית,03,הוצאות שידור,פנייה 1,0
385,181,2011,20,משרד החינוך,33,טלויזיה חינוכית,04,הנהלה וכלליות,פנייה 1,3500
385,181,2011,20,משרד החינוך,38,העברות למוסדות תורניים,12,תמיכות ומענקים למוסדות תורה,פנייה 1,3370
385,181,2011,20,משרד החינוך,38,העברות למוסדות תורניים,21,מלגת לימודים לאברכים הלומדים בכולל,פנייה 1,-170
